,Target
81944,0
232682,1
80203,0
85090,0
182080,1
131680,1
170874,1
4878,0
115563,0
104698,0
184423,1
247623,1
25712,0
40955,0
197986,1
129226,1
197757,1
137651,1
16506,0
83307,0
87392,0
242828,1
134772,1
188088,1
61417,0
60934,0
14142,0
228321,1
97156,0
48155,0
152818,1
133106,1
187897,1
86604,0
4601,0
186952,1
249832,1
9071,0
199411,1
171903,1
237168,1
133173,1
8490,0
95539,0
41574,0
230711,1
213147,1
18399,0
193406,1
146211,1
11610,0
73642,0
185409,1
73781,0
4327,0
111130,0
76485,0
144773,1
220224,1
39366,0
248011,1
177560,1
56009,0
28597,0
93551,0
16312,0
194998,1
114082,0
100531,0
113700,0
223799,1
127499,0
185141,1
238441,1
230816,1
93975,0
7690,0
200198,1
27185,0
148285,1
35119,0
252340,1
67761,0
46716,0
61896,0
247533,1
55454,0
92505,0
149685,1
135704,1
81942,0
57713,0
177368,1
21007,0
78555,0
18450,0
185262,1
157336,1
197034,1
228341,1
117028,0
203352,1
248570,1
13428,0
62166,0
144970,1
151299,1
149572,1
157300,1
68123,0
135210,1
17876,0
68260,0
240103,1
207982,1
3517,0
52279,0
59605,0
73850,0
245970,1
158573,1
91029,0
8489,0
147141,1
90020,0
100796,0
220076,1
214551,1
168874,1
61076,0
19438,0
57123,0
185566,1
152054,1
217386,1
109258,0
221679,1
34038,0
188548,1
75712,0
101178,0
34693,0
24119,0
102349,0
157637,1
65056,0
202971,1
151168,1
191786,1
109894,0
113582,0
121252,0
71055,0
14091,0
95343,0
219440,1
185696,1
145500,1
4315,0
145768,1
216862,1
35321,0
168212,1
64666,0
196281,1
217107,1
186283,1
250265,1
135016,1
6583,0
149110,1
91224,0
167058,1
59359,0
212350,1
249892,1
75011,0
130060,1
119801,0
78420,0
184939,1
181451,1
244711,1
165915,1
170419,1
164044,1
22491,0
20078,0
252012,1
51262,0
44646,0
36627,0
97607,0
72251,0
110854,0
187114,1
232231,1
104279,0
225947,1
19719,0
147405,1
156534,1
6189,0
231741,1
10468,0
137607,1
50616,0
188014,1
81222,0
117803,0
50767,0
215060,1
203469,1
212327,1
210557,1
105861,0
15666,0
44840,0
157805,1
221036,1
65103,0
132336,1
88029,0
235423,1
34952,0
248652,1
210659,1
162859,1
237624,1
251806,1
178546,1
65996,0
254872,1
42707,0
202289,1
74769,0
238142,1
130377,1
101834,0
85294,0
110073,0
73964,0
239864,1
48662,0
20808,0
85948,0
146079,1
81607,0
122065,0
48272,0
204256,1
155286,1
71361,0
128945,1
85617,0
236094,1
218457,1
251399,1
133564,1
202986,1
29915,0
246639,1
66381,0
139651,1
64166,0
133479,1
53645,0
221078,1
120507,0
181974,1
215674,1
86481,0
204713,1
94299,0
94616,0
71974,0
146816,1
168007,1
222859,1
88686,0
9999,0
36020,0
75751,0
235169,1
203114,1
39015,0
218788,1
46244,0
165658,1
153034,1
224640,1
139242,1
128459,1
128474,1
55836,0
180587,1
182469,1
84293,0
88830,0
171858,1
226578,1
81733,0
34356,0
115452,0
70158,0
88166,0
45348,0
189704,1
73861,0
156242,1
146548,1
48742,0
252424,1
26733,0
40362,0
40116,0
115075,0
13193,0
221184,1
146675,1
221720,1
69357,0
140316,1
19561,0
96250,0
193643,1
208761,1
84823,0
170664,1
149374,1
182836,1
123938,0
8300,0
25951,0
13685,0
38794,0
61142,0
220251,1
159775,1
52285,0
163451,1
114049,0
70382,0
46360,0
243897,1
109760,0
16539,0
49672,0
83717,0
95138,0
59412,0
103360,0
86384,0
144627,1
84347,0
200413,1
127789,0
64579,0
220957,1
187481,1
149289,1
56504,0
216287,1
214407,1
55880,0
235164,1
189115,1
109564,0
136592,1
18812,0
10589,0
75737,0
122782,0
250117,1
114144,0
97173,0
251775,1
162531,1
215448,1
115745,0
227245,1
57416,0
6181,0
17734,0
153199,1
29866,0
109805,0
173720,1
41882,0
174317,1
55295,0
120927,0
31321,0
143115,1
32171,0
22906,0
154939,1
153625,1
185398,1
38942,0
26287,0
206850,1
88823,0
32751,0
231674,1
119447,0
85987,0
93415,0
70436,0
249948,1
154827,1
218747,1
150868,1
119309,0
67041,0
100748,0
28095,0
125980,0
101150,0
91891,0
226479,1
12362,0
112574,0
104421,0
16507,0
210454,1
202188,1
90059,0
79037,0
216661,1
159238,1
195907,1
69090,0
150308,1
134277,1
53641,0
176133,1
120006,0
152022,1
172817,1
12521,0
140931,1
19285,0
69039,0
11509,0
153694,1
235711,1
78521,0
164073,1
215119,1
146617,1
88703,0
208054,1
155777,1
52156,0
93285,0
78848,0
202358,1
196797,1
55202,0
122408,0
73845,0
218221,1
141798,1
95069,0
127984,1
82690,0
78627,0
140463,1
82695,0
79839,0
40663,0
209371,1
235518,1
28187,0
89584,0
251484,1
116722,0
36626,0
34477,0
96349,0
245479,1
249158,1
181278,1
70043,0
211963,1
122503,0
18816,0
81783,0
150792,1
119320,0
129488,1
184831,1
229804,1
41654,0
98870,0
3846,0
34761,0
88539,0
64525,0
40250,0
180157,1
117660,0
182969,1
51190,0
171944,1
185699,1
153371,1
66894,0
67471,0
227769,1
73708,0
197966,1
57264,0
224563,1
51714,0
4249,0
28572,0
244215,1
248630,1
247856,1
188561,1
210470,1
68169,0
154164,1
241207,1
53778,0
9000,0
54813,0
183048,1
232750,1
126009,0
227588,1
220572,1
205078,1
177654,1
192447,1
26446,0
115710,0
253505,1
94480,0
233648,1
12997,0
76185,0
109887,0
180208,1
110083,0
120280,0
136272,1
216565,1
128315,1
247355,1
248085,1
221793,1
246196,1
31725,0
157314,1
85393,0
28856,0
180565,1
165041,1
189597,1
9431,0
149611,1
211482,1
239398,1
164398,1
169818,1
148434,1
125224,0
231780,1
1902,0
132163,1
190559,1
47224,0
229613,1
230767,1
102448,0
37769,0
217160,1
219502,1
173678,1
62938,0
49281,0
241502,1
56096,0
176535,1
117675,0
95547,0
249318,1
3603,0
208046,1
43783,0
60104,0
210656,1
68599,0
236818,1
38717,0
148562,1
62510,0
246668,1
26536,0
118227,0
91786,0
128015,1
139777,1
164489,1
4626,0
151219,1
225962,1
182368,1
24056,0
140922,1
97227,0
139526,1
140246,1
84451,0
229741,1
56103,0
45996,0
194908,1
94825,0
195639,1
123689,0
47634,0
228909,1
96768,0
134786,1
17688,0
84706,0
28574,0
30328,0
215694,1
78670,0
168809,1
23659,0
189372,1
107644,0
132179,1
28724,0
72870,0
99623,0
181489,1
89908,0
55240,0
160401,1
134741,1
106161,0
228881,1
207819,1
218423,1
15938,0
248997,1
205398,1
53979,0
116139,0
126807,0
23333,0
147563,1
92796,0
157870,1
98894,0
162619,1
18667,0
21830,0
3827,0
23836,0
184983,1
170216,1
187014,1
159029,1
41531,0
67895,0
32116,0
148606,1
10903,0
225045,1
182092,1
144768,1
251432,1
5908,0
44387,0
164627,1
173023,1
120366,0
162198,1
158802,1
150224,1
122302,0
125666,0
43072,0
142230,1
232406,1
212011,1
255463,1
251939,1
174937,1
166225,1
182516,1
239409,1
213991,1
44320,0
170949,1
201773,1
216210,1
200499,1
51854,0
246559,1
235638,1
167989,1
57567,0
166221,1
201190,1
192256,1
9333,0
169775,1
167268,1
189682,1
130294,1
240621,1
218232,1
159873,1
10891,0
95639,0
228237,1
240173,1
17989,0
235967,1
228943,1
170243,1
167491,1
67604,0
165356,1
235587,1
251754,1
180248,1
87032,0
71414,0
251461,1
71874,0
157624,1
42343,0
156956,1
139520,1
63622,0
138787,1
234716,1
74736,0
188168,1
82591,0
26494,0
117504,0
145720,1
113383,0
72785,0
95943,0
71482,0
106376,0
87571,0
252839,1
68884,0
148609,1
42219,0
11109,0
232441,1
76207,0
213463,1
114821,0
85155,0
71085,0
91588,0
139162,1
124161,0
169635,1
232868,1
124716,0
135979,1
160710,1
31723,0
209073,1
130068,1
93787,0
50097,0
5297,0
2868,0
227647,1
98584,0
61995,0
140630,1
222257,1
211949,1
115178,0
103648,0
146898,1
100585,0
216810,1
71277,0
172413,1
153072,1
210657,1
184199,1
10077,0
12636,0
10619,0
219826,1
108196,0
111430,0
83859,0
246013,1
207536,1
15257,0
181310,1
97146,0
241258,1
174836,1
74895,0
141477,1
145120,1
142110,1
36159,0
247543,1
208254,1
22319,0
44691,0
171806,1
236974,1
99631,0
826,0
21322,0
124601,0
221253,1
173418,1
243561,1
50007,0
143324,1
142068,1
7070,0
101056,0
6199,0
249560,1
30308,0
243773,1
203400,1
182235,1
129004,1
200866,1
124042,0
237434,1
102693,0
8960,0
22146,0
92789,0
156267,1
151544,1
83661,0
59416,0
125753,0
36267,0
35016,0
116708,0
188016,1
114351,0
254569,1
205087,1
10185,0
166538,1
188591,1
120031,0
68655,0
188409,1
118651,0
173423,1
794,0
89390,0
34248,0
35466,0
198976,1
50778,0
124050,0
192239,1
162593,1
106412,0
240646,1
125390,0
182378,1
53548,0
141624,1
251933,1
229792,1
22438,0
79230,0
173269,1
16120,0
245736,1
10323,0
101049,0
241594,1
226689,1
204001,1
134665,1
73865,0
95649,0
52674,0
174172,1
127479,0
37409,0
88434,0
77761,0
92132,0
40862,0
240060,1
107624,0
131311,1
115686,0
26139,0
18734,0
137874,1
104539,0
37381,0
127835,1
220439,1
182685,1
202935,1
213234,1
40562,0
26318,0
36757,0
27194,0
109245,0
31821,0
73064,0
120557,0
101937,0
167200,1
93021,0
209379,1
194211,1
168935,1
202845,1
157530,1
117422,0
66018,0
1258,0
56932,0
147139,1
138786,1
135715,1
183217,1
57793,0
77662,0
175747,1
230203,1
254310,1
241129,1
162547,1
221095,1
109954,0
187706,1
111982,0
201689,1
240910,1
210012,1
78666,0
111691,0
58286,0
110069,0
171086,1
159365,1
63113,0
231133,1
25111,0
222256,1
145021,1
110729,0
19210,0
117926,0
55318,0
103547,0
108439,0
60385,0
1765,0
132775,1
169672,1
120795,0
209933,1
122308,0
78847,0
255352,1
176517,1
7925,0
15113,0
144588,1
38053,0
198366,1
50787,0
81433,0
134727,1
66571,0
43179,0
157729,1
163910,1
16134,0
130545,1
63664,0
181969,1
110784,0
150688,1
98024,0
86867,0
37876,0
227785,1
139480,1
101295,0
201502,1
235102,1
6574,0
153457,1
62534,0
442,0
83670,0
3862,0
109525,0
78686,0
101120,0
123303,0
204173,1
188755,1
249837,1
25976,0
168188,1
49842,0
52921,0
163857,1
108391,0
232439,1
120500,0
240184,1
67780,0
30664,0
235914,1
38881,0
254229,1
214405,1
109719,0
250417,1
146524,1
219015,1
203895,1
39082,0
156369,1
173648,1
121988,0
189660,1
177214,1
152877,1
251136,1
56048,0
199539,1
108687,0
183256,1
1746,0
84470,0
244915,1
39150,0
191418,1
91116,0
206988,1
202147,1
103962,0
247252,1
62092,0
54918,0
220096,1
83749,0
65739,0
119933,0
208237,1
197842,1
111627,0
86896,0
37060,0
62826,0
2711,0
19714,0
65148,0
51644,0
114168,0
109151,0
174793,1
6741,0
86637,0
25942,0
206047,1
28824,0
154478,1
172987,1
225494,1
236096,1
242023,1
142410,1
26607,0
83818,0
48987,0
94795,0
206113,1
241364,1
205678,1
236946,1
141396,1
245802,1
123164,0
62051,0
28021,0
119819,0
122631,0
8912,0
164567,1
162186,1
231121,1
90543,0
16998,0
8643,0
194190,1
180630,1
77646,0
164177,1
125264,0
142504,1
226024,1
16424,0
208775,1
63220,0
175242,1
68722,0
47525,0
38952,0
45642,0
12395,0
218899,1
182054,1
188777,1
158705,1
173736,1
26763,0
153067,1
32387,0
162717,1
198189,1
60144,0
25540,0
239062,1
213423,1
110525,0
92339,0
45323,0
16148,0
230832,1
97021,0
6068,0
50652,0
210720,1
20860,0
244042,1
89091,0
126511,0
163503,1
62896,0
54399,0
137811,1
165094,1
127197,0
5771,0
39104,0
113549,0
173855,1
205283,1
61675,0
204796,1
40329,0
144131,1
71008,0
72634,0
210414,1
217840,1
124088,0
156478,1
170113,1
106109,0
70165,0
71932,0
95807,0
207921,1
112532,0
52090,0
148220,1
36211,0
39596,0
105572,0
186202,1
19024,0
65185,0
145311,1
154610,1
200628,1
246616,1
179154,1
212546,1
215566,1
208021,1
6750,0
247642,1
166185,1
145859,1
157682,1
249430,1
168300,1
3174,0
128742,1
182864,1
2248,0
109025,0
185950,1
29105,0
145775,1
111561,0
69424,0
62233,0
189994,1
217163,1
193832,1
249019,1
117652,0
116518,0
84997,0
246193,1
233474,1
236968,1
154723,1
93345,0
206915,1
221821,1
183342,1
104308,0
184947,1
224799,1
111709,0
199464,1
6623,0
159666,1
140694,1
39518,0
48993,0
14212,0
199191,1
237621,1
68161,0
174207,1
135234,1
170942,1
238995,1
253725,1
241277,1
158389,1
69483,0
184628,1
189273,1
238118,1
55022,0
198815,1
51795,0
188325,1
85112,0
32543,0
149652,1
200782,1
20522,0
217788,1
129502,1
38076,0
64834,0
36961,0
107077,0
57421,0
186774,1
104210,0
52266,0
202501,1
113802,0
48139,0
117394,0
58808,0
111600,0
53986,0
189838,1
145903,1
252173,1
229409,1
58331,0
159328,1
137980,1
229812,1
37282,0
166039,1
253679,1
8450,0
142715,1
47879,0
124830,0
18487,0
107267,0
78371,0
128739,1
145306,1
37712,0
174353,1
220689,1
200728,1
42722,0
144281,1
118044,0
226016,1
49664,0
247972,1
15642,0
213398,1
86549,0
200938,1
85708,0
164631,1
151261,1
178488,1
5953,0
232317,1
136791,1
51418,0
161835,1
104187,0
195999,1
158963,1
79323,0
66889,0
233076,1
105348,0
74577,0
219148,1
46568,0
255333,1
195628,1
77400,0
125632,0
165508,1
149885,1
173903,1
242163,1
120945,0
87042,0
143212,1
154646,1
97814,0
97041,0
177158,1
214909,1
91531,0
108680,0
215984,1
246611,1
199527,1
115824,0
36820,0
144879,1
124070,0
155104,1
63948,0
175917,1
102001,0
222671,1
198118,1
136130,1
223561,1
191214,1
193335,1
52562,0
88788,0
160262,1
109325,0
105839,0
128890,1
231065,1
93718,0
251218,1
186970,1
205251,1
7277,0
45267,0
226773,1
85682,0
226062,1
171794,1
21394,0
211894,1
148400,1
193363,1
174998,1
205965,1
172518,1
151618,1
147524,1
250252,1
209484,1
179674,1
112293,0
189522,1
54679,0
194665,1
125414,0
243238,1
102827,0
20291,0
199040,1
10771,0
97458,0
1452,0
212453,1
136447,1
212573,1
29063,0
241234,1
235052,1
131260,1
211997,1
226192,1
63072,0
176559,1
252781,1
196507,1
61602,0
230562,1
159506,1
77040,0
213818,1
121130,0
85180,0
30162,0
55777,0
97253,0
207643,1
196865,1
101358,0
28656,0
25599,0
178863,1
185744,1
206672,1
188966,1
355,0
176420,1
17964,0
172444,1
28691,0
42365,0
145573,1
165413,1
59737,0
7596,0
15106,0
198952,1
172954,1
71646,0
166139,1
16351,0
32567,0
143453,1
76804,0
72399,0
180933,1
190047,1
97424,0
175380,1
49867,0
148521,1
214419,1
162718,1
61250,0
189803,1
202161,1
100843,0
16106,0
218801,1
169822,1
64493,0
61416,0
69548,0
240253,1
161312,1
162149,1
227915,1
153196,1
12312,0
411,0
87738,0
126454,0
169065,1
167720,1
35370,0
64342,0
44056,0
53227,0
210555,1
242948,1
246758,1
245393,1
196553,1
121929,0
163165,1
162627,1
37473,0
176918,1
81648,0
207154,1
223705,1
163453,1
49952,0
112568,0
9072,0
201276,1
14300,0
55809,0
2433,0
54754,0
251907,1
118919,0
80911,0
69231,0
87105,0
153673,1
512,0
142040,1
131022,1
106311,0
123518,0
33893,0
103971,0
29503,0
216745,1
191970,1
154309,1
14276,0
124172,0
109287,0
153935,1
98366,0
16928,0
251284,1
184470,1
70239,0
83666,0
109678,0
54969,0
114631,0
243375,1
89397,0
246098,1
87448,0
18236,0
1091,0
52338,0
120749,0
173763,1
109726,0
153700,1
134512,1
187977,1
242390,1
192811,1
158261,1
44819,0
129467,1
17164,0
39583,0
78027,0
142889,1
88039,0
223234,1
58130,0
59851,0
23178,0
66139,0
220029,1
222418,1
161794,1
184342,1
56609,0
222713,1
84683,0
7461,0
118808,0
32012,0
137332,1
122124,0
176032,1
167409,1
35556,0
253329,1
166685,1
189112,1
82599,0
253372,1
50393,0
158081,1
143500,1
19874,0
55909,0
51851,0
94220,0
208452,1
95585,0
254464,1
174661,1
150992,1
74139,0
165633,1
140669,1
167186,1
187546,1
57228,0
105302,0
202431,1
104507,0
206021,1
108169,0
138737,1
99672,0
219089,1
119527,0
253297,1
49178,0
166066,1
96960,0
58419,0
148968,1
58514,0
221121,1
232695,1
193891,1
101812,0
1411,0
247344,1
20844,0
203509,1
91360,0
155260,1
113828,0
80443,0
198232,1
167688,1
108605,0
115472,0
17270,0
40832,0
129374,1
110357,0
145131,1
34759,0
139778,1
243205,1
138764,1
165934,1
29548,0
135110,1
118585,0
223287,1
110844,0
65995,0
106554,0
253378,1
79392,0
57472,0
143214,1
252588,1
89424,0
60075,0
201554,1
129566,1
23602,0
148372,1
65389,0
115368,0
68632,0
114977,0
8359,0
38701,0
59206,0
232870,1
157130,1
112257,0
29318,0
181164,1
218699,1
249610,1
246403,1
18481,0
82781,0
76943,0
71064,0
93965,0
146237,1
231368,1
139025,1
187225,1
228700,1
188870,1
63925,0
238391,1
133129,1
44676,0
158589,1
149267,1
153705,1
148557,1
86921,0
204664,1
180559,1
44710,0
129928,1
153291,1
220882,1
120826,0
214773,1
149943,1
89210,0
176720,1
99265,0
228405,1
157509,1
125873,0
144025,1
44652,0
237883,1
118046,0
1851,0
146007,1
171073,1
231927,1
99766,0
169768,1
222386,1
198480,1
198581,1
219039,1
157592,1
16114,0
3638,0
239674,1
125700,0
143144,1
243337,1
61776,0
114481,0
80706,0
144567,1
150767,1
252124,1
204765,1
136684,1
95398,0
191043,1
52155,0
117175,0
32099,0
225209,1
43798,0
159489,1
80688,0
81855,0
179530,1
226439,1
123332,0
134151,1
43027,0
199774,1
217796,1
148944,1
244606,1
50711,0
116330,0
76100,0
19768,0
80628,0
162073,1
64996,0
82644,0
88865,0
155619,1
125950,0
160450,1
253918,1
190452,1
57978,0
239123,1
81865,0
181277,1
197477,1
111914,0
162474,1
4907,0
231844,1
218179,1
151885,1
92452,0
193566,1
34463,0
224236,1
219550,1
208049,1
40514,0
93394,0
188969,1
72243,0
73571,0
98142,0
217744,1
79986,0
80465,0
153168,1
15791,0
145944,1
42653,0
198683,1
74430,0
18891,0
30742,0
42102,0
10956,0
17370,0
119308,0
128647,1
38403,0
127501,0
185443,1
61274,0
182019,1
235740,1
183800,1
17451,0
62155,0
240252,1
173543,1
62043,0
121489,0
219914,1
78442,0
80632,0
176920,1
94410,0
191096,1
124657,0
23105,0
242679,1
247711,1
24198,0
244518,1
148727,1
89780,0
112379,0
57426,0
223516,1
70549,0
59436,0
151451,1
88616,0
48377,0
121508,0
123946,0
245193,1
183368,1
168656,1
199584,1
90451,0
66657,0
155996,1
229717,1
195240,1
34223,0
89136,0
10380,0
17387,0
235665,1
72105,0
153212,1
131687,1
68709,0
185928,1
28693,0
211155,1
202956,1
200956,1
225813,1
41860,0
79735,0
16245,0
248457,1
191507,1
224056,1
98873,0
156527,1
47618,0
173512,1
238954,1
235819,1
27467,0
99079,0
122719,0
730,0
246856,1
120342,0
20045,0
203959,1
163394,1
189836,1
54383,0
239764,1
185372,1
31132,0
16145,0
122011,0
12499,0
180247,1
62606,0
255480,1
90068,0
154127,1
151092,1
189189,1
51690,0
216181,1
6545,0
99228,0
76624,0
35400,0
71218,0
192247,1
22474,0
190655,1
244505,1
105157,0
215143,1
37854,0
82965,0
81833,0
127523,0
236352,1
60086,0
147488,1
62199,0
71117,0
139328,1
95542,0
242301,1
68698,0
182202,1
159899,1
208776,1
35290,0
186789,1
183905,1
40774,0
197063,1
189388,1
232557,1
182617,1
146961,1
150000,1
58544,0
106836,0
43147,0
236924,1
42295,0
38832,0
190422,1
62551,0
208212,1
123252,0
104567,0
68207,0
181296,1
120181,0
81000,0
174487,1
247655,1
220222,1
59409,0
154656,1
9366,0
31207,0
127007,0
228685,1
75656,0
169408,1
121672,0
138791,1
119574,0
231658,1
204199,1
188262,1
233740,1
78548,0
148684,1
37631,0
46828,0
229744,1
16252,0
142840,1
228441,1
205533,1
141620,1
110345,0
174804,1
31226,0
144120,1
245775,1
157777,1
115777,0
60824,0
155596,1
247579,1
234776,1
141242,1
220172,1
196008,1
111443,0
239997,1
105013,0
96830,0
14227,0
215284,1
198066,1
44584,0
109201,0
206214,1
66664,0
17401,0
11887,0
178508,1
135431,1
147820,1
4576,0
151370,1
7902,0
181398,1
59086,0
178048,1
89270,0
98681,0
178186,1
102799,0
227343,1
2709,0
63206,0
22035,0
44972,0
177013,1
134498,1
252528,1
212753,1
59485,0
224980,1
228057,1
199048,1
59238,0
173695,1
20820,0
148416,1
187816,1
55368,0
224188,1
28951,0
241250,1
86793,0
102410,0
115493,0
141918,1
71582,0
173346,1
188653,1
15353,0
98826,0
67083,0
217228,1
427,0
124320,0
89022,0
29059,0
214202,1
46540,0
229879,1
146382,1
85471,0
160702,1
111537,0
183434,1
32781,0
76992,0
81803,0
217798,1
128254,1
7016,0
94304,0
164742,1
85583,0
191512,1
151533,1
128370,1
162521,1
181810,1
86519,0
244214,1
90120,0
10841,0
199037,1
165781,1
248090,1
244488,1
151727,1
28682,0
34660,0
109926,0
72926,0
205100,1
72134,0
247300,1
5108,0
147981,1
247215,1
74579,0
225701,1
151502,1
221608,1
95344,0
42581,0
169170,1
157577,1
70472,0
101025,0
41345,0
132872,1
116141,0
139510,1
244229,1
77486,0
44551,0
34707,0
36972,0
192119,1
225785,1
134646,1
76391,0
129240,1
219807,1
70157,0
9544,0
17404,0
30216,0
24620,0
164944,1
182605,1
249504,1
43093,0
148787,1
22588,0
62691,0
199526,1
243511,1
150372,1
237006,1
75825,0
206448,1
25339,0
35964,0
60133,0
240962,1
127308,0
237288,1
195467,1
124343,0
74838,0
70479,0
217241,1
138893,1
103799,0
211154,1
9377,0
170014,1
217823,1
40118,0
112992,0
98140,0
179885,1
171616,1
107525,0
186383,1
228490,1
32957,0
150198,1
82054,0
228567,1
110374,0
146701,1
120319,0
111329,0
13098,0
66600,0
158372,1
113921,0
160622,1
116886,0
151422,1
227408,1
228928,1
181082,1
102192,0
123143,0
214552,1
98226,0
4294,0
130671,1
182902,1
154051,1
178158,1
225221,1
67756,0
122400,0
147095,1
48999,0
154468,1
167838,1
196617,1
162297,1
137105,1
116023,0
103558,0
64317,0
193609,1
241330,1
248423,1
162965,1
105050,0
206060,1
237080,1
37582,0
73944,0
119312,0
253927,1
162932,1
113830,0
88223,0
115682,0
164741,1
66344,0
38232,0
158080,1
100957,0
32311,0
26195,0
202225,1
17902,0
99954,0
174159,1
182934,1
31520,0
147178,1
214191,1
37714,0
24974,0
113038,0
142737,1
106275,0
2589,0
15821,0
179816,1
226537,1
77108,0
250852,1
183794,1
134598,1
89440,0
82193,0
78592,0
219386,1
113006,0
160534,1
140750,1
12247,0
67600,0
23348,0
98300,0
14003,0
186241,1
93042,0
68368,0
53022,0
61816,0
231692,1
35592,0
2071,0
130835,1
205409,1
108660,0
46728,0
195981,1
246368,1
97924,0
252613,1
13441,0
222223,1
225824,1
74637,0
123660,0
219691,1
126363,0
122602,0
6796,0
95077,0
216698,1
114313,0
221561,1
90142,0
30276,0
64718,0
201407,1
13876,0
200621,1
242800,1
157393,1
199500,1
185762,1
228086,1
68128,0
206990,1
91115,0
82809,0
153829,1
206729,1
194174,1
149066,1
196717,1
20466,0
16133,0
134410,1
83313,0
155603,1
65282,0
136111,1
150562,1
58249,0
130516,1
232461,1
168350,1
26317,0
180620,1
102602,0
98787,0
101276,0
46739,0
219777,1
161735,1
165188,1
209363,1
90877,0
21597,0
170598,1
73939,0
253605,1
12336,0
159613,1
210163,1
46344,0
50828,0
117420,0
150415,1
143184,1
241821,1
149155,1
37972,0
9937,0
200670,1
40031,0
37322,0
88870,0
20891,0
234520,1
199521,1
14936,0
83470,0
239648,1
231533,1
144647,1
254759,1
151534,1
130795,1
37555,0
46786,0
168452,1
199756,1
223181,1
115451,0
217915,1
121735,0
89459,0
147899,1
170968,1
20051,0
194965,1
75093,0
84386,0
96325,0
241944,1
126422,0
59592,0
112967,0
103699,0
126187,0
133221,1
25264,0
121853,0
185756,1
14279,0
215634,1
20020,0
241386,1
200372,1
66987,0
179742,1
186295,1
218372,1
42862,0
167490,1
68888,0
233283,1
213323,1
204521,1
240382,1
197809,1
54685,0
88047,0
223394,1
15960,0
248984,1
132164,1
171310,1
147719,1
117019,0
10429,0
83073,0
11224,0
226648,1
33698,0
241838,1
124756,0
254358,1
180185,1
69859,0
65360,0
18273,0
7487,0
181521,1
194482,1
164547,1
100562,0
196923,1
198497,1
242356,1
161402,1
58895,0
91569,0
167347,1
151319,1
77453,0
205995,1
55118,0
89904,0
200993,1
83399,0
235798,1
10187,0
99083,0
234872,1
133441,1
140430,1
223044,1
208942,1
104753,0
62738,0
42120,0
249895,1
241091,1
200648,1
162545,1
211457,1
221968,1
100596,0
240403,1
136477,1
61223,0
202348,1
148436,1
24000,0
41336,0
45868,0
49732,0
66723,0
204695,1
104190,0
217953,1
137833,1
198716,1
41408,0
64924,0
65014,0
5491,0
197662,1
147100,1
178000,1
127528,0
165452,1
215727,1
223498,1
89895,0
79603,0
111350,0
44047,0
104894,0
23407,0
153154,1
195822,1
2715,0
70677,0
33930,0
143695,1
165996,1
129303,1
65902,0
222052,1
92965,0
161837,1
179085,1
169139,1
139775,1
216218,1
76457,0
96995,0
240814,1
198943,1
138596,1
191064,1
36742,0
92230,0
103575,0
6139,0
154828,1
229452,1
138670,1
98786,0
180872,1
144684,1
75183,0
69555,0
180216,1
3965,0
45664,0
241490,1
46445,0
147660,1
243986,1
103561,0
170540,1
245036,1
27718,0
21333,0
9653,0
52786,0
38181,0
201700,1
11419,0
193857,1
229241,1
89881,0
114302,0
239989,1
81520,0
64291,0
162327,1
225282,1
91815,0
27008,0
101737,0
75653,0
55272,0
162645,1
13631,0
191377,1
157294,1
210448,1
110396,0
175194,1
148115,1
222201,1
117977,0
70226,0
21044,0
87299,0
8192,0
73734,0
140045,1
220490,1
131575,1
84520,0
97256,0
124909,0
19711,0
236409,1
206253,1
173322,1
197667,1
210405,1
115990,0
219841,1
190374,1
34598,0
212338,1
47200,0
63306,0
251087,1
165918,1
234439,1
63734,0
203299,1
182767,1
163311,1
39556,0
61739,0
241105,1
133223,1
159423,1
222558,1
66910,0
37005,0
31957,0
177370,1
2570,0
122772,0
127764,0
216439,1
217916,1
22524,0
254728,1
64562,0
25910,0
185081,1
124112,0
31500,0
147472,1
43507,0
54091,0
14377,0
226690,1
110197,0
112529,0
76952,0
3879,0
185353,1
201838,1
149039,1
102815,0
212457,1
242856,1
227071,1
65060,0
156185,1
217588,1
45884,0
220827,1
109460,0
121283,0
36692,0
192034,1
238266,1
227502,1
222949,1
211896,1
100249,0
61921,0
7423,0
212440,1
28032,0
177237,1
201318,1
13190,0
38609,0
52548,0
116123,0
255289,1
104135,0
227499,1
224426,1
123610,0
31958,0
102160,0
254155,1
82691,0
185763,1
155280,1
236189,1
226653,1
228132,1
197537,1
21494,0
157163,1
74336,0
113288,0
127593,0
18574,0
53939,0
35949,0
182317,1
29524,0
233999,1
248140,1
193239,1
43684,0
23331,0
156515,1
244144,1
20515,0
19260,0
13185,0
194180,1
110198,0
192444,1
185107,1
131085,1
55279,0
88711,0
121942,0
199057,1
206280,1
54845,0
194895,1
126698,0
153993,1
23962,0
183467,1
48973,0
176602,1
82462,0
150591,1
42039,0
194071,1
35186,0
208649,1
147728,1
237112,1
176667,1
70403,0
245811,1
194711,1
120797,0
147658,1
96162,0
14667,0
138498,1
255104,1
192506,1
165869,1
13085,0
118360,0
179265,1
244241,1
78288,0
141984,1
247446,1
243298,1
238876,1
232301,1
3480,0
134281,1
60017,0
93257,0
155679,1
220549,1
29773,0
77930,0
255481,1
41998,0
31686,0
93732,0
59473,0
221102,1
202261,1
149552,1
42475,0
